user_id,duration_text,condition_text,threshold_text,trial,accuracy,resptime,gaze_entropy_raw,gaze_entropy_limit,q1,q2,q3,q4,q5,q6,center_distance,resptime_norm,gaze_entropy_raw_norm,gaze_entropy_limit_norm,q1_norm,q2_norm,q3_norm,q4_norm,q5_norm,q6_norm,center_distance_norm
8,short,with distraction,none,1.0,1.0,1.04591703414917,0.02,0.02,4.0,4.0,2.0,3.0,2.0,2.0,0.13634552674154943,1.0438404071145673,-0.7150168549622762,-0.7150168549622762,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,-0.40996930834666695
8,short,with distraction,none,2.0,1.0,0.9474530220031738,0.05,0.05,4.0,4.0,2.0,3.0,2.0,2.0,0.12917963501642646,0.4703927298584208,-0.3966109117368876,-0.3966109117368876,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,-0.5686903065421797
8,short,with distraction,none,3.0,1.0,0.804980993270874,0.21,0.21,4.0,4.0,2.0,3.0,2.0,2.0,0.21126551581912967,-0.35935462828668935,1.3015541187985185,1.3015541187985185,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,1.2494718201733686
8,short,with distraction,none,4.0,1.0,0.9766860008239746,-0.0,-0.0,4.0,4.0,2.0,3.0,2.0,2.0,0.1043560172086356,0.6406436005949329,-0.927287483779202,-0.927287483779202,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,-1.1185213043317614
8,short,with distraction,none,5.0,1.0,0.9798011779785156,0.08,0.08,4.0,4.0,2.0,3.0,2.0,2.0,0.15876791611478713,0.6587861794374871,-0.07820496851149897,-0.07820496851149897,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,0.08667565361550571
8,short,with distraction,none,6.0,1.0,0.8492400646209717,0.05,0.05,4.0,4.0,2.0,3.0,2.0,2.0,0.18284704182847372,-0.1015928216116237,-0.3966109117368876,-0.3966109117368876,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,0.6200165155144466
8,short,with distraction,none,7.0,1.0,0.841285228729248,0.18,0.18,4.0,4.0,2.0,3.0,2.0,2.0,0.21543511299149784,-0.1479212421750573,0.9831481755731297,0.9831481755731297,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,1.3418263589603898
8,short,with distraction,none,8.0,1.0,0.8479630947113037,0.21,0.21,4.0,4.0,2.0,3.0,2.0,2.0,0.1983994345425624,-0.10902980709155027,1.3015541187985185,1.3015541187985185,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,0.9644944103247276
8,short,with distraction,none,9.0,1.0,0.8115289211273193,0.08,0.08,4.0,4.0,2.0,3.0,2.0,2.0,0.1562250639508267,-0.3212199439661696,-0.07820496851149897,-0.07820496851149897,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,0.03035272142377005
8,short,with distraction,none,10.0,1.0,0.8123300075531006,-0.0,-0.0,4.0,4.0,2.0,3.0,2.0,2.0,0.1277378733348384,-0.31655447137233966,-0.927287483779202,-0.927287483779202,-0.6966879226814167,-0.664477193312643,0.021491713855209014,-0.46030080691280006,-0.6923645310046719,0.8528028654224415,-0.6006246228896359
8,short,with distraction,static,1.0,1.0,0.9335489273071288,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.07755910119712667,0.3894162326182486,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-1.7120598925575037
8,short,with distraction,static,2.0,1.0,0.6607229709625244,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.06240073990055106,-1.1995034909557223,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-2.047810184117961
8,short,with distraction,static,3.0,1.0,0.6541681289672852,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.04979915545075435,-1.2376784427480338,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-2.326929118570248
8,short,with distraction,static,5.0,1.0,1.0588688850402832,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.07366164203890226,1.1192711015155254,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-1.7983867073837498
8,short,with distraction,static,6.0,1.0,1.097667217254639,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.08062669688032266,1.3452299366759848,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-1.6441141479699717
8,short,with distraction,static,7.0,1.0,0.8176929950714111,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.060988941204575965,-0.28532079859686005,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-2.0790808349834604
8,short,with distraction,static,8.0,1.0,0.959378719329834,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.11672703883113965,0.5398471760320444,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-0.8445092237782532
8,short,with distraction,static,9.0,1.0,0.9326186180114746,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.11917250026641305,0.3839981748619622,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-0.790343448611093
8,short,with distraction,static,10.0,1.0,0.8226838111877441,-0.0,-0.0,6.0,6.0,3.0,4.0,3.0,2.0,0.14359329380581942,-0.25625462663059734,-0.927287483779202,-0.927287483779202,1.42124336227009,1.6663043463070883,1.246519403602119,0.054153036107388176,-0.1626359636588155,0.8528028654224415,-0.2494348114191749
8,short,with distraction,filtered,2.0,1.0,0.8107590675354004,0.17,0.17,6.0,6.0,3.0,5.0,4.0,1.0,0.18954145703156144,-0.3257035186701806,0.877012861164667,0.877012861164667,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,0.7682945392590861
8,short,with distraction,filtered,3.0,1.0,1.0811421871185305,0.06,0.06,6.0,6.0,3.0,5.0,4.0,1.0,0.16904611752129856,1.248989290559631,-0.29047559732842476,-0.29047559732842476,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,0.3143327895971439
8,short,with distraction,filtered,4.0,1.0,0.9424319267272948,0.11,0.11,6.0,6.0,3.0,5.0,4.0,1.0,0.1400704524068381,0.44115021413637867,0.24020097471388965,0.24020097471388965,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,-0.32746402603463803
8,short,with distraction,filtered,5.0,1.0,1.0829150676727295,0.07,0.07,6.0,6.0,3.0,5.0,4.0,1.0,0.17802802667481257,1.2593144257404985,-0.1843402829199618,-0.1843402829199618,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,0.5132776859523415
8,short,with distraction,filtered,6.0,1.0,1.2141327857971191,0.33,0.33,6.0,6.0,3.0,5.0,4.0,1.0,0.2289911705640041,2.023517448076338,2.575177891700073,2.575177891700073,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,1.6420864064239324
8,short,with distraction,filtered,7.0,1.0,0.9810788631439208,0.19,0.19,6.0,6.0,3.0,5.0,4.0,1.0,0.1945067283995104,0.6662273305179433,1.0892834899815926,1.0892834899815926,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,0.8782728724607269
8,short,with distraction,filtered,8.0,1.0,0.8496336936950684,0.22,0.22,6.0,6.0,3.0,5.0,4.0,1.0,0.234146870528067,-0.09930035278650069,1.4076894332069816,1.4076894332069816,1.42124336227009,1.6663043463070883,1.246519403602119,0.5686068791275765,0.36709260368704094,-1.1726039399558572,1.7562826399259945
