user_id,duration_text,condition_text,threshold_text,accuracy,resptime,missnumber,gaze_entropy_raw,gaze_entropy_limit,q1,q2,q3,q4,q5,q6
12,short,with distraction,static,1.0,0.8522401571273803,0,0.12,0.12,3.0,3.0,3.0,2.0,4.0,3.0
12,short,with distraction,filtered,1.0,0.9709581136703491,2,0.31,0.31,6.0,6.0,2.0,5.0,4.0,4.0
12,short,no distraction,none,1.0,0.6104386448860168,2,0.22,0.22,4.0,4.0,1.0,1.0,1.0,1.0
12,short,no distraction,static,1.0,0.6003233909606933,0,0.24,0.24,5.0,5.0,2.0,2.0,5.0,4.0
12,short,no distraction,filtered,1.0,0.6104078531265259,0,0.32,0.32,6.0,6.0,2.0,4.0,5.0,4.0
12,long,with distraction,none,1.0,0.9903233391898019,3,0.32,0.32,4.0,4.0,1.0,1.0,1.0,1.0
12,long,with distraction,static,0.9,0.9371806144714355,0,0.37,0.37,6.0,3.0,2.0,3.0,5.0,3.0
12,long,with distraction,filtered,1.0,1.0262456238269806,2,0.16,0.16,6.0,5.0,3.0,5.0,5.0,5.0
12,long,no distraction,none,1.0,0.7298152446746826,0,0.35,0.35,4.0,4.0,1.0,1.0,1.0,1.0
12,long,no distraction,static,1.0,0.7792967557907104,0,0.36,0.36,5.0,3.0,3.0,4.0,5.0,5.0
12,long,no distraction,filtered,1.0,0.7709589958190918,0,0.17,0.17,6.0,6.0,2.0,3.0,6.0,5.0
13,short,with distraction,none,0.9,0.883905577659607,0,0.37,0.37,6.0,1.0,2.0,1.0,1.0,1.0
13,short,with distraction,static,1.0,0.7557541370391846,0,0.37,0.37,6.0,4.0,1.0,4.0,1.0,2.0
13,short,with distraction,filtered,1.0,0.8993087530136108,0,0.37,0.37,6.0,3.0,2.0,2.0,1.0,2.0
13,short,no distraction,none,0.9,0.7264779806137085,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
13,short,no distraction,static,1.0,0.7665868997573853,0,0.36,0.36,6.0,2.0,1.0,3.0,1.0,3.0
13,short,no distraction,filtered,1.0,0.7626155217488607,4,0.29,0.29,5.0,6.0,5.0,1.0,1.0,1.0
13,long,with distraction,none,0.8888888888888888,0.9786174032423232,1,0.37,0.37,2.0,2.0,1.0,1.0,1.0,1.0
13,long,with distraction,static,0.9,0.9845932960510254,0,0.36,0.36,6.0,3.0,2.0,5.0,1.0,3.0
13,long,with distraction,filtered,1.0,1.0131699017116003,3,0.33,0.33,1.0,4.0,3.0,1.0,1.0,1.0
13,long,no distraction,none,1.0,0.8567653179168702,0,0.32,0.32,4.0,4.0,1.0,1.0,1.0,1.0
13,long,no distraction,static,1.0,0.844671106338501,0,0.34,0.34,1.0,5.0,3.0,2.0,2.0,1.0
13,long,no distraction,filtered,1.0,0.9186729907989502,0,0.26,0.26,5.0,6.0,4.0,1.0,1.0,1.0
14,short,with distraction,none,0.9,0.9547828197479248,0,0.37,0.37,4.0,4.0,1.0,1.0,1.0,1.0
14,short,with distraction,static,1.0,0.9368977785110474,0,0.34,0.34,4.0,4.0,1.0,1.0,1.0,1.0
14,short,with distraction,filtered,1.0,0.9178054809570313,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
14,short,no distraction,none,1.0,0.7039976649814181,1,0.31,0.31,4.0,4.0,1.0,1.0,1.0,1.0
14,short,no distraction,static,0.9,0.6440250635147095,0,0.13,0.13,4.0,4.0,1.0,1.0,1.0,1.0
14,short,no distraction,filtered,0.9,0.7868848085403443,0,0.34,0.34,4.0,4.0,1.0,1.0,1.0,1.0
14,long,with distraction,none,1.0,1.124750640657213,1,0.33,0.33,4.0,4.0,1.0,1.0,1.0,1.0
14,long,with distraction,static,0.9,1.1564157009124756,0,0.37,0.37,4.0,4.0,2.0,1.0,2.0,2.0
14,long,with distraction,filtered,1.0,1.008585188123915,1,0.26,0.26,6.0,5.0,1.0,5.0,1.0,3.0
14,long,no distraction,none,0.9,0.798118782043457,0,0.37,0.37,4.0,4.0,1.0,1.0,1.0,1.0
14,long,no distraction,static,0.9,0.7715209722518921,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,2.0
14,long,no distraction,filtered,1.0,0.973801565170288,0,0.27,0.27,4.0,4.0,1.0,1.0,1.0,3.0
15,short,with distraction,none,1.0,0.7690033674240112,0,0.35,0.35,4.0,4.0,1.0,1.0,1.0,1.0
15,short,with distraction,static,1.0,0.8558514356613159,0,0.37,0.37,6.0,5.0,2.0,4.0,3.0,2.0
15,short,with distraction,filtered,1.0,0.7761356592178345,0,0.36,0.36,6.0,4.0,2.0,4.0,3.0,2.0
15,short,no distraction,none,1.0,0.6613282680511474,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
15,short,no distraction,static,1.0,0.6382476329803467,0,0.35,0.35,6.0,6.0,2.0,3.0,2.0,2.0
